layer_id,layer_name,layer_type,metadata,input_tensors,output_tensors,precision,tactic_name
536,__myl_FcCas_myl0_536,fusion,[ONNX Layer: /q_proj_21/MatMul];[ONNX Layer: /q_proj_21/MatMul__a_dequant];[ONNX Layer: /q_proj_21/MatMul__a_quant];[ONNX Layer: /q_proj_21/MatMul__w_dequant],"[{""name"":""__myln_k_arg__bb1_3190"",""shape"":[1,1,1024],""precision"":""Int8""},{""name"":""__mye625012dconst"",""shape"":[1,1024,2048],""precision"":""Int8""}]","[{""name"":""__myln_k_arg__bb1_3201"",""shape"":[1,1,2048],""precision"":""Half""}]",inputs=Int8;Int8|outputs=Half,sm80_xmma_gemm_i8f32_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic
537,__myl_ResMulMea_myl0_537,kgen,[ONNX Layer: /Reshape_168];[ONNX Layer: /q_norm_21/Pow];[ONNX Layer: /q_norm_21/ReduceMean],"[{""name"":""__myln_k_arg__bb1_3201"",""shape"":[1,1,2048],""precision"":""Half""}]","[{""name"":""__myln_k_arg__bb1_3203"",""shape"":[1,1,16,1],""precision"":""Half""},{""name"":""__myln_k_arg__bb1_3202"",""shape"":[1,1,16,128],""precision"":""Half""}]",inputs=Half|outputs=Half;Half,__myl_ResMulMea_0xf2413012cd9ac6341b95d78f3432c656
538,__myl_AddSqrDivMulMulResSliSliNegConMulMulAdd_myl0_538,kgen,[ONNX Layer: /q_norm_21/Add];[ONNX Layer: /q_norm_21/Sqrt];[ONNX Layer: /q_norm_21/Mul];[ONNX Layer: /q_norm_21/Mul_1];[ONNX Layer: /Transpose_105];[ONNX Layer: /Slice_84];[ONNX Layer: /Slice_85];[ONNX Layer: /Concat_256];[ONNX Layer: /Mul_191];[ONNX Layer: /Add_84];[ONNX Layer: /Mul_190];[ONNX Layer: /Neg_42];[ONNX Layer: /q_norm_21/Div],"[{""name"":""__myln_k_arg__bb1_2685"",""shape"":[1,1,1,128],""precision"":""Half""},{""name"":""__myln_k_arg__bb1_2684"",""shape"":[1,1,1,128],""precision"":""Half""},{""name"":""stack_layers_21_self_attn_q_norm_weight _ ONNXTRT_Broadcast_5970_constantHalf"",""shape"":[1,1,1,128],""precision"":""Half""},{""name"":""__myln_k_arg__bb1_3202"",""shape"":[1,1,16,128],""precision"":""Half""},{""name"":""__myln_k_arg__bb1_3203"",""shape"":[1,1,16,1],""precision"":""Half""}]","[{""name"":""/Add_84_output_0'.1"",""shape"":[1,16,1,128],""precision"":""Half""}]",inputs=Half;Half;Half;Half;Half|outputs=Half,__myl_AddSqrDivMulMulResSliSliNegConMulMulAdd_0xf1ba08cc3beaba8ee91b0504be9c2cf4
539,__mye677154_myl0_539,wait,,[],[],inputs=NONE|outputs=NONE,UNKNOWN
540,/MatMul_42_myl0_540,gemm,[ONNX Layer: /MatMul_42],"[{""name"":""/Add_84_output_0'.1"",""shape"":[16,1,128],""precision"":""Half""},{""name"":""shuffle_output_/Reshape_172 _ /Transpose_108_first_transpose_output.1"",""shape"":[16,128,-1],""precision"":""Half""},{""name"":""__mye570209/MatMul_42_alpha"",""shape"":[1],""precision"":""Float""},{""name"":""__mye570210/MatMul_42_beta"",""shape"":[1],""precision"":""Float""}]","[{""name"":""__mye570206"",""shape"":[16,1,-1],""precision"":""Half""}]",inputs=Half;Half;Float;Float|outputs=Half,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_aligna2_alignc2
541,__myl_MulMaxSubExpSumDivMul_myl0_541,kgen,[ONNX Layer: /Mul_196];[ONNX Layer: /Softmax_21],"[{""name"":""__mye570206"",""shape"":[1,16,1,-1],""precision"":""Half""},{""name"":""__mye66760_proxy.1"",""shape"":[1],""precision"":""Int64""},{""name"":""proxy___mye312316.1"",""shape"":[1],""precision"":""Int64""}]","[{""name"":""/Softmax_21_output'.1"",""shape"":[1,16,1,-1],""precision"":""Half""}]",inputs=Half;Int64;Int64|outputs=Half,__myl_MulMaxSubExpSumDivMul_0x1108f5a078d6e65507c06537b9b2e43f
542,__mye677158_myl0_542,wait,,[],[],inputs=NONE|outputs=NONE,UNKNOWN
543,/MatMul_43_myl0_543,gemm,[ONNX Layer: /MatMul_43],"[{""name"":""/Softmax_21_output'.1"",""shape"":[16,1,-1],""precision"":""Half""},{""name"":""/Expand_43_output_0'.1"",""shape"":[16,-1,128],""precision"":""Half""},{""name"":""__mye570230/MatMul_43_alpha"",""shape"":[1],""precision"":""Float""},{""name"":""__mye570231/MatMul_43_beta"",""shape"":[1],""precision"":""Float""}]","[{""name"":""__myln_k_arg__bb1_3207"",""shape"":[16,1,128],""precision"":""Half""}]",inputs=Half;Half;Float;Float|outputs=Half,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_aligna2_alignc2
544,__myl_MulMinMaxRouCas_myl0_544,kgen,[ONNX Layer: /o_proj_21/MatMul__a_quant],"[{""name"":""__myln_k_arg__bb1_3207"",""shape"":[16,1,128],""precision"":""Half""}]","[{""name"":""__mye574622_q8"",""shape"":[16,1,128],""precision"":""Int8""}]",inputs=Half|outputs=Int8,__myl_MulMinMaxRouCas_0x77ca5ed9b2797810688767dcda08897e
545,__myl_FcCasAdd_myl0_545,fusion,[ONNX Layer: /o_proj_21/MatMul];[ONNX Layer: /o_proj_21/MatMul__a_dequant];[ONNX Layer: /o_proj_21/MatMul__a_quant];[ONNX Layer: /o_proj_21/MatMul__w_dequant];[ONNX Layer: /Add_86],"[{""name"":""hidden_l20"",""shape"":[1,1,1024],""precision"":""Half""},{""name"":""__mye574622_q8"",""shape"":[1,1,2048],""precision"":""Int8""},{""name"":""__mye625364dconst"",""shape"":[1,2048,1024],""precision"":""Int8""}]","[{""name"":""__myln_k_arg__bb1_3209"",""shape"":[1,1,1024],""precision"":""Half""}]",inputs=Half;Int8;Int8|outputs=Half,sm80_xmma_gemm_i8f32_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic
546,__myl_MulMeaAddSqrDivMulMulMulMinMaxRouCas_myl0_546,kgen,[ONNX Layer: /post_attention_layernorm_21/Pow];[ONNX Layer: /post_attention_layernorm_21/ReduceMean];[ONNX Layer: /post_attention_layernorm_21/Add];[ONNX Layer: /post_attention_layernorm_21/Div];[ONNX Layer: /post_attention_layernorm_21/Sqrt];[ONNX Layer: /post_attention_layernorm_21/Mul];[ONNX Layer: /post_attention_layernorm_21/Mul_1];[ONNX Layer: /gate_proj_21/MatMul__a_quant],"[{""name"":""stack_layers_21_post_attention_layernorm_weight _ ONNXTRT_Broadcast_6219_constantHalf"",""shape"":[1,1,1024],""precision"":""Half""},{""name"":""__myln_k_arg__bb1_3209"",""shape"":[1,1,1024],""precision"":""Half""},{""name"":""__myln_k_arg__bb1_3209"",""shape"":[1,1,1024],""precision"":""Half""},{""name"":""__myln_k_arg__bb1_3209"",""shape"":[1,1,1024],""precision"":""Half""}]","[{""name"":""__myln_k_arg__bb1_3211"",""shape"":[1,1,1024],""precision"":""Int8""},{""name"":""__myln_k_arg__bb1_3210"",""shape"":[1,1,1024],""precision"":""Half""}]",inputs=Half;Half;Half;Half|outputs=Int8;Half,__myl_MulMeaAddSqrDivMulMulMulMinMaxRouCas_0xdba6260d6d388ff570fe95b3f4430bd0
547,/up_proj_21/MatMul_myl0_547,gemm,[ONNX Layer: /up_proj_21/MatMul],"[{""name"":""__myln_k_arg__bb1_3210"",""shape"":[1,1,1024],""precision"":""Half""},{""name"":""__mye625369dconst"",""shape"":[1,1024,3072],""precision"":""Half""},{""name"":""__mye570254/up_proj_21/MatMul_alpha"",""shape"":[1],""precision"":""Float""},{""name"":""__mye570255/up_proj_21/MatMul_beta"",""shape"":[1],""precision"":""Float""}]","[{""name"":""__myln_k_arg__bb1_3212"",""shape"":[1,1,3072],""precision"":""Half""}]",inputs=Half;Half;Float;Float|outputs=Half,sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16
548,__myl_FcCasNegExpAddDivMulMul_myl0_548,fusion,[ONNX Layer: /gate_proj_21/MatMul];[ONNX Layer: /gate_proj_21/MatMul__a_dequant];[ONNX Layer: /gate_proj_21/MatMul__a_quant];[ONNX Layer: /gate_proj_21/MatMul__w_dequant];[ONNX Layer: /Mul_197];[ONNX Layer: /Mul_198];[ONNX Layer: /Sigmoid_21],"[{""name"":""__myln_k_arg__bb1_3212"",""shape"":[1,1,3072],""precision"":""Half""},{""name"":""__myln_k_arg__bb1_3211"",""shape"":[1,1,1024],""precision"":""Int8""},{""name"":""__mye625374dconst"",""shape"":[1,1024,3072],""precision"":""Int8""}]","[{""name"":""__myln_k_arg__bb1_3213"",""shape"":[1,1,3072],""precision"":""Half""}]",inputs=Half;Int8;Int8|outputs=Half,sm80_xmma_gemm_i8i8_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic
549,__myl_FcAdd_myl0_549,fusion,[ONNX Layer: /down_proj_21/MatMul];[ONNX Layer: /Add_87],"[{""name"":""__myln_k_arg__bb1_3209"",""shape"":[1,1,1024],""precision"":""Half""},{""name"":""__myln_k_arg__bb1_3213"",""shape"":[1,1,3072],""precision"":""Half""},{""name"":""onnx__MatMul_8320 _ ONNXTRT_Broadcast_6228_constantHalf"",""shape"":[1,3072,1024],""precision"":""Half""}]","[{""name"":""hidden_l21"",""shape"":[1,1,1024],""precision"":""Half""}]",inputs=Half;Half;Half|outputs=Half,sm80_xmma_gemm_f16f16_f16f16_f16_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_by_fusion_tactic
550,__myl_MulMeaAddSqrDivMulDivMinMaxRouCasDivMinMaxRouCasDivMinMaxRouCas_myl0_550,kgen,[ONNX Layer: /q_proj_22/MatMul__a_quant];[ONNX Layer: /k_proj_22/MatMul__a_quant];[ONNX Layer: /v_proj_22/MatMul__a_quant];[ONNX Layer: /input_layernorm_22/Mul];[ONNX Layer: /input_layernorm_22/Sqrt];[ONNX Layer: /input_layernorm_22/Div];[ONNX Layer: /input_layernorm_22/Add];[ONNX Layer: /input_layernorm_22/ReduceMean];[ONNX Layer: /input_layernorm_22/Pow],"[{""name"":""hidden_l21"",""shape"":[1,1,1024],""precision"":""Half""},{""name"":""hidden_l21"",""shape"":[1,1,1024],""precision"":""Half""},{""name"":""hidden_l21"",""shape"":[1,1,1024],""precision"":""Half""},{""name"":""__mye611165_dconst"",""shape"":[1,1,1024],""precision"":""Half""},{""name"":""__mye611192_dconst"",""shape"":[1,1,1024],""precision"":""Half""},{""name"":""__mye611219_dconst"",""shape"":[1,1,1024],""precision"":""Half""}]","[{""name"":""__myln_k_arg__bb1_3217"",""shape"":[1,1,1024],""precision"":""Int8""},{""name"":""__myln_k_arg__bb1_3216"",""shape"":[1,1,1024],""precision"":""Int8""},{""name"":""__myln_k_arg__bb1_3215"",""shape"":[1,1,1024],""precision"":""Int8""}]",inputs=Half;Half;Half;Half;Half;Half|outputs=Int8;Int8;Int8,__myl_MulMeaAddSqrDivMulDivMinMaxRouCasDivMinMaxRouCasDivMinMaxRouCas_0x9f2c300bb597625319cadec4728f9bc5
551,__mye677160_myl0_551,signal,,[],[],inputs=NONE|outputs=NONE,UNKNOWN
552,__mye677162_myl0_552,wait,,[],[],inputs=NONE|outputs=NONE,UNKNOWN
553,__myl_FcCas_myl0_553,fusion,[ONNX Layer: /v_proj_22/MatMul];[ONNX Layer: /v_proj_22/MatMul__a_dequant];[ONNX Layer: /v_proj_22/MatMul__a_quant];[ONNX Layer: /v_proj_22/MatMul__w_dequant],"[{""name"":""__myln_k_arg__bb1_3217"",""shape"":[1,1,1024],""precision"":""Int8""},{""name"":""__mye625379dconst"",""shape"":[1,1024,1024],""precision"":""Int8""}]","[{""name"":""__myln_k_arg__bb1_3218"",""shape"":[1,1,1024],""precision"":""Half""}]",inputs=Int8;Int8|outputs=Half,sm80_xmma_gemm_i8f32_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic
554,__myl_ResConResRep_myl0_554,kgen,[ONNX Layer: /Reshape_178];[ONNX Layer: /Transpose_112];[ONNX Layer: /Unsqueeze_502];[ONNX Layer: /Expand_45];[ONNX Layer: /Concat_271],"[{""name"":""past_v22"",""shape"":[1,8,-1,128],""precision"":""Half""},{""name"":""__myln_k_arg__bb1_3218"",""shape"":[1,1,1024],""precision"":""Half""},{""name"":""proxy___mye674844"",""shape"":[1],""precision"":""Int64""},{""name"":""proxy___mye674889"",""shape"":[1],""precision"":""Int64""},{""name"":""proxy___mye674914"",""shape"":[1],""precision"":""Int64""},{""name"":""__mye66760_proxy.1"",""shape"":[1],""precision"":""Int64""},{""name"":""proxy___mye625516"",""shape"":[1],""precision"":""Int64""},{""name"":""proxy___mye625483"",""shape"":[1],""precision"":""Int64""},{""name"":""proxy___mye625456"",""shape"":[1],""precision"":""Int64""},{""name"":""proxy___mye625423"",""shape"":[1],""precision"":""Int64""},{""name"":""proxy___mye625396"",""shape"":[1],""precision"":""Int64""},{""name"":""proxy___mye434389.1"",""shape"":[1],""precision"":""Int64""},{""name"":""proxy___mye434362.1"",""shape"":[1],""precision"":""Int64""},{""name"":""__mye66752_proxy.1"",""shape"":[1],""precision"":""Int64""},{""name"":""proxy___mye431582.1"",""shape"":[1],""precision"":""Int64""},{""name"":""proxy___mye430368.1"",""shape"":[1],""precision"":""Int64""}]","[{""name"":""present_v22"",""shape"":[1,8,-1,128],""precision"":""Half""},{""name"":""/Expand_45_output_0'.1"",""shape"":[1,8,2,-1,128],""precision"":""Half""}]",inputs=Half;Half;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64|outputs=Half;Half,__myl_ResConResRep_0x9d40828c020eb6bb972be950c35191c1
555,__mye677170_myl0_555,signal,,[],[],inputs=NONE|outputs=NONE,UNKNOWN
556,__mye677164_myl0_556,wait,,[],[],inputs=NONE|outputs=NONE,UNKNOWN
557,__myl_FcCas_myl0_557,fusion,[ONNX Layer: /k_proj_22/MatMul];[ONNX Layer: /k_proj_22/MatMul__a_dequant];[ONNX Layer: /k_proj_22/MatMul__a_quant];[ONNX Layer: /k_proj_22/MatMul__w_dequant],"[{""name"":""__myln_k_arg__bb1_3216"",""shape"":[1,1,1024],""precision"":""Int8""},{""name"":""__mye625537dconst"",""shape"":[1,1024,1024],""precision"":""Int8""}]","[{""name"":""__myln_k_arg__bb1_3221"",""shape"":[1,1,1024],""precision"":""Half""}]",inputs=Int8;Int8|outputs=Half,sm80_xmma_gemm_i8f32_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic
558,__myl_ResMulMea_myl0_558,kgen,[ONNX Layer: /Reshape_177];[ONNX Layer: /k_norm_22/Pow];[ONNX Layer: /k_norm_22/ReduceMean],"[{""name"":""__myln_k_arg__bb1_3221"",""shape"":[1,1,1024],""precision"":""Half""}]","[{""name"":""__myln_k_arg__bb1_3223"",""shape"":[1,1,8,1],""precision"":""Half""},{""name"":""__myln_k_arg__bb1_3222"",""shape"":[1,1,8,128],""precision"":""Half""}]",inputs=Half|outputs=Half;Half,__myl_ResMulMea_0x3c91498c3beee36a5653966af1581a8a
559,__myl_AddSqrDivMulMulResSliSliNegConMulMulAddConResRepResTra_myl0_559,kgen,[ONNX Layer: /k_norm_22/Add];[ONNX Layer: /k_norm_22/Sqrt];[ONNX Layer: /k_norm_22/Mul];[ONNX Layer: /k_norm_22/Mul_1];[ONNX Layer: /Transpose_111];[ONNX Layer: /Slice_90];[ONNX Layer: /Slice_91];[ONNX Layer: /Concat_269];[ONNX Layer: /Mul_202];[ONNX Layer: /Add_89];[ONNX Layer: /Mul_201];[ONNX Layer: /Unsqueeze_497];[ONNX Layer: /Reshape_180];[ONNX Layer: /Transpose_113];[ONNX Layer: /Expand_44];[ONNX Layer: /Concat_270];[ONNX Layer: /Neg_45];[ONNX Layer: /k_norm_22/Div],"[{""name"":""past_k22"",""shape"":[1,8,-1,128],""precision"":""Half""},{""name"":""__myln_k_arg__bb1_2685"",""shape"":[1,1,1,128],""precision"":""Half""},{""name"":""__myln_k_arg__bb1_2684"",""shape"":[1,1,1,128],""precision"":""Half""},{""name"":""stack_layers_22_self_attn_k_norm_weight _ ONNXTRT_Broadcast_6271_constantHalf"",""shape"":[1,1,1,128],""precision"":""Half""},{""name"":""__myln_k_arg__bb1_3222"",""shape"":[1,1,8,128],""precision"":""Half""},{""name"":""__myln_k_arg__bb1_3223"",""shape"":[1,1,8,1],""precision"":""Half""},{""name"":""proxy___mye674996"",""shape"":[1],""precision"":""Int64""},{""name"":""proxy___mye675035"",""shape"":[1],""precision"":""Int64""},{""name"":""proxy___mye675060"",""shape"":[1],""precision"":""Int64""},{""name"":""__mye66760_proxy.1"",""shape"":[1],""precision"":""Int64""},{""name"":""proxy___mye625799"",""shape"":[1],""precision"":""Int64""},{""name"":""proxy___mye625772"",""shape"":[1],""precision"":""Int64""},{""name"":""proxy___mye625739"",""shape"":[1],""precision"":""Int64""},{""name"":""proxy___mye625712"",""shape"":[1],""precision"":""Int64""},{""name"":""proxy___mye625679"",""shape"":[1],""precision"":""Int64""},{""name"":""proxy___mye625646"",""shape"":[1],""precision"":""Int64""},{""name"":""proxy___mye625619"",""shape"":[1],""precision"":""Int64""},{""name"":""proxy___mye625586"",""shape"":[1],""precision"":""Int64""},{""name"":""proxy___mye625559"",""shape"":[1],""precision"":""Int64""},{""name"":""proxy___mye434449.1"",""shape"":[1],""precision"":""Int64""},{""name"":""proxy___mye434422.1"",""shape"":[1],""precision"":""Int64""},{""name"":""__mye66752_proxy.1"",""shape"":[1],""precision"":""Int64""},{""name"":""proxy___mye430910.1"",""shape"":[1],""precision"":""Int64""},{""name"":""proxy___mye430368.1"",""shape"":[1],""precision"":""Int64""}]","[{""name"":""present_k22"",""shape"":[1,8,-1,128],""precision"":""Half""},{""name"":""shuffle_output_/Reshape_180 _ /Transpose_113_first_transpose_output.1"",""shape"":[1,16,128,-1],""precision"":""Half""}]",inputs=Half;Half;Half;Half;Half;Half;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64|outputs=Half;Half,__myl_AddSqrDivMulMulResSliSliNegConMulMulAddConResRepResTra_0x5aea462b6a819ceadd3ebb32874c078f
560,__mye677166_myl0_560,signal,,[],[],inputs=NONE|outputs=NONE,UNKNOWN
561,__myl_FcCas_myl0_561,fusion,[ONNX Layer: /q_proj_22/MatMul];[ONNX Layer: /q_proj_22/MatMul__a_dequant];[ONNX Layer: /q_proj_22/MatMul__a_quant];[ONNX Layer: /q_proj_22/MatMul__w_dequant],"[{""name"":""__myln_k_arg__bb1_3215"",""shape"":[1,1,1024],""precision"":""Int8""},{""name"":""__mye625542dconst"",""shape"":[1,1024,2048],""precision"":""Int8""}]","[{""name"":""__myln_k_arg__bb1_3226"",""shape"":[1,1,2048],""precision"":""Half""}]",inputs=Int8;Int8|outputs=Half,sm80_xmma_gemm_i8f32_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic
562,__myl_ResMulMea_myl0_562,kgen,[ONNX Layer: /Reshape_176];[ONNX Layer: /q_norm_22/Pow];[ONNX Layer: /q_norm_22/ReduceMean],"[{""name"":""__myln_k_arg__bb1_3226"",""shape"":[1,1,2048],""precision"":""Half""}]","[{""name"":""__myln_k_arg__bb1_3228"",""shape"":[1,1,16,1],""precision"":""Half""},{""name"":""__myln_k_arg__bb1_3227"",""shape"":[1,1,16,128],""precision"":""Half""}]",inputs=Half|outputs=Half;Half,__myl_ResMulMea_0xf2413012cd9ac6341b95d78f3432c656
563,__myl_AddSqrDivMulMulResSliSliNegConMulMulAdd_myl0_563,kgen,[ONNX Layer: /q_norm_22/Add];[ONNX Layer: /q_norm_22/Sqrt];[ONNX Layer: /q_norm_22/Mul];[ONNX Layer: /q_norm_22/Mul_1];[ONNX Layer: /Transpose_110];[ONNX Layer: /Slice_88];[ONNX Layer: /Slice_89];[ONNX Layer: /Concat_268];[ONNX Layer: /Mul_200];[ONNX Layer: /Add_88];[ONNX Layer: /Mul_199];[ONNX Layer: /Neg_44];[ONNX Layer: /q_norm_22/Div],"[{""name"":""__myln_k_arg__bb1_2685"",""shape"":[1,1,1,128],""precision"":""Half""},{""name"":""__myln_k_arg__bb1_2684"",""shape"":[1,1,1,128],""precision"":""Half""},{""name"":""stack_layers_22_self_attn_q_norm_weight _ ONNXTRT_Broadcast_6253_constantHalf"",""shape"":[1,1,1,128],""precision"":""Half""},{""name"":""__myln_k_arg__bb1_3227"",""shape"":[1,1,16,128],""precision"":""Half""},{""name"":""__myln_k_arg__bb1_3228"",""shape"":[1,1,16,1],""precision"":""Half""}]","[{""name"":""/Add_88_output_0'.1"",""shape"":[1,16,1,128],""precision"":""Half""}]",inputs=Half;Half;Half;Half;Half|outputs=Half,__myl_AddSqrDivMulMulResSliSliNegConMulMulAdd_0xf1ba08cc3beaba8ee91b0504be9c2cf4
564,__mye677168_myl0_564,wait,,[],[],inputs=NONE|outputs=NONE,UNKNOWN
565,/MatMul_44_myl0_565,gemm,[ONNX Layer: /MatMul_44],"[{""name"":""/Add_88_output_0'.1"",""shape"":[16,1,128],""precision"":""Half""},{""name"":""shuffle_output_/Reshape_180 _ /Transpose_113_first_transpose_output.1"",""shape"":[16,128,-1],""precision"":""Half""},{""name"":""__mye570328/MatMul_44_alpha"",""shape"":[1],""precision"":""Float""},{""name"":""__mye570329/MatMul_44_beta"",""shape"":[1],""precision"":""Float""}]","[{""name"":""__mye570325"",""shape"":[16,1,-1],""precision"":""Half""}]",inputs=Half;Half;Float;Float|outputs=Half,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_aligna2_alignc2
566,__myl_MulMaxSubExpSumDivMul_myl0_566,kgen,[ONNX Layer: /Mul_205];[ONNX Layer: /Softmax_22],"[{""name"":""__mye570325"",""shape"":[1,16,1,-1],""precision"":""Half""},{""name"":""__mye66760_proxy.1"",""shape"":[1],""precision"":""Int64""},{""name"":""proxy___mye312316.1"",""shape"":[1],""precision"":""Int64""}]","[{""name"":""/Softmax_22_output'.1"",""shape"":[1,16,1,-1],""precision"":""Half""}]",inputs=Half;Int64;Int64|outputs=Half,__myl_MulMaxSubExpSumDivMul_0x1108f5a078d6e65507c06537b9b2e43f
567,__mye677172_myl0_567,wait,,[],[],inputs=NONE|outputs=NONE,UNKNOWN
568,/MatMul_45_myl0_568,gemm,[ONNX Layer: /MatMul_45],"[{""name"":""/Softmax_22_output'.1"",""shape"":[16,1,-1],""precision"":""Half""},{""name"":""/Expand_45_output_0'.1"",""shape"":[16,-1,128],""precision"":""Half""},{""name"":""__mye570349/MatMul_45_alpha"",""shape"":[1],""precision"":""Float""},{""name"":""__mye570350/MatMul_45_beta"",""shape"":[1],""precision"":""Float""}]","[{""name"":""__myln_k_arg__bb1_3232"",""shape"":[16,1,128],""precision"":""Half""}]",inputs=Half;Half;Float;Float|outputs=Half,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_aligna2_alignc2
569,__myl_MulMinMaxRouCas_myl0_569,kgen,[ONNX Layer: /o_proj_22/MatMul__a_quant],"[{""name"":""__myln_k_arg__bb1_3232"",""shape"":[16,1,128],""precision"":""Half""}]","[{""name"":""__mye574628_q8"",""shape"":[16,1,128],""precision"":""Int8""}]",inputs=Half|outputs=Int8,__myl_MulMinMaxRouCas_0xa64eacd40f6a244c6f97851e4148bfa0
570,__myl_FcCasAdd_myl0_570,fusion,[ONNX Layer: /o_proj_22/MatMul];[ONNX Layer: /o_proj_22/MatMul__a_dequant];[ONNX Layer: /o_proj_22/MatMul__a_quant];[ONNX Layer: /o_proj_22/MatMul__w_dequant];[ONNX Layer: /Add_90],"[{""name"":""hidden_l21"",""shape"":[1,1,1024],""precision"":""Half""},{""name"":""__mye574628_q8"",""shape"":[1,1,2048],""precision"":""Int8""},{""name"":""__mye625894dconst"",""shape"":[1,2048,1024],""precision"":""Int8""}]","[{""name"":""__myln_k_arg__bb1_3234"",""shape"":[1,1,1024],""precision"":""Half""}]",inputs=Half;Int8;Int8|outputs=Half,sm80_xmma_gemm_i8f32_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic
571,__myl_MulMeaAddSqrDivMulMulMulMinMaxRouCas_myl0_571,kgen,[ONNX Layer: /post_attention_layernorm_22/Pow];[ONNX Layer: /post_attention_layernorm_22/ReduceMean];[ONNX Layer: /post_attention_layernorm_22/Add];[ONNX Layer: /post_attention_layernorm_22/Div];[ONNX Layer: /post_attention_layernorm_22/Sqrt];[ONNX Layer: /post_attention_layernorm_22/Mul];[ONNX Layer: /post_attention_layernorm_22/Mul_1];[ONNX Layer: /gate_proj_22/MatMul__a_quant],"[{""name"":""stack_layers_22_post_attention_layernorm_weight _ ONNXTRT_Broadcast_6502_constantHalf"",""shape"":[1,1,1024],""precision"":""Half""},{""name"":""__myln_k_arg__bb1_3234"",""shape"":[1,1,1024],""precision"":""Half""},{""name"":""__myln_k_arg__bb1_3234"",""shape"":[1,1,1024],""precision"":""Half""},{""name"":""__myln_k_arg__bb1_3234"",""shape"":[1,1,1024],""precision"":""Half""}]","[{""name"":""__myln_k_arg__bb1_3236"",""shape"":[1,1,1024],""precision"":""Int8""},{""name"":""__myln_k_arg__bb1_3235"",""shape"":[1,1,1024],""precision"":""Half""}]",inputs=Half;Half;Half;Half|outputs=Int8;Half,__myl_MulMeaAddSqrDivMulMulMulMinMaxRouCas_0xd756cf8085615be8f2df33c74bb9ac74
572,/up_proj_22/MatMul_myl0_572,gemm,[ONNX Layer: /up_proj_22/MatMul],"[{""name"":""__myln_k_arg__bb1_3235"",""shape"":[1,1,1024],""precision"":""Half""},{""name"":""__mye625899dconst"",""shape"":[1,1024,3072],""precision"":""Half""},{""name"":""__mye570373/up_proj_22/MatMul_alpha"",""shape"":[1],""precision"":""Float""},{""name"":""__mye570374/up_proj_22/MatMul_beta"",""shape"":[1],""precision"":""Float""}]","[{""name"":""__myln_k_arg__bb1_3237"",""shape"":[1,1,3072],""precision"":""Half""}]",inputs=Half;Half;Float;Float|outputs=Half,sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16
573,__myl_FcCasNegExpAddDivMulMul_myl0_573,fusion,[ONNX Layer: /gate_proj_22/MatMul];[ONNX Layer: /gate_proj_22/MatMul__a_dequant];[ONNX Layer: /gate_proj_22/MatMul__a_quant];[ONNX Layer: /gate_proj_22/MatMul__w_dequant];[ONNX Layer: /Mul_206];[ONNX Layer: /Mul_207];[ONNX Layer: /Sigmoid_22],"[{""name"":""__myln_k_arg__bb1_3237"",""shape"":[1,1,3072],""precision"":""Half""},{""name"":""__myln_k_arg__bb1_3236"",""shape"":[1,1,1024],""precision"":""Int8""},{""name"":""__mye625904dconst"",""shape"":[1,1024,3072],""precision"":""Int8""}]","[{""name"":""__myln_k_arg__bb1_3238"",""shape"":[1,1,3072],""precision"":""Half""}]",inputs=Half;Int8;Int8|outputs=Half,sm80_xmma_gemm_i8i8_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic
